                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.0445,                 8.7684,                 6.3094,                 3.6932,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.4738,                 7.0756,                  6.878,                 2.9159,                      0,                      0,                      0
                      2,                 2.8633,                 11.394,                 8.2098,                 3.2647,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.4735,                 7.0387,                 6.8844,                 2.9867,             1.5703e-06,             1.5703e-06,             1.5703e-06
                      3,                 2.7177,                 12.071,                 6.7046,                 3.3224,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.5442,                 6.8613,                 7.0066,                 3.0307,             3.1013e-06,             3.1013e-06,             3.1013e-06
                      4,                 2.5823,                 9.1796,                 6.7834,                 2.9863,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.7285,                 6.7953,                  7.225,                 3.0111,             4.5929e-06,             4.5929e-06,             4.5929e-06
                      5,                 2.7119,                 12.673,                 7.6145,                 3.0592,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.7614,                 6.6242,                  7.244,                  3.078,             6.0452e-06,             6.0452e-06,             6.0452e-06
                      6,                 3.6024,                 6.2977,                   6.58,                 3.2986,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8419,                 6.5007,                 7.2086,                 3.1281,             7.4581e-06,             7.4581e-06,             7.4581e-06
                      7,                 2.3841,                 8.0097,                 8.0492,                 2.7079,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8782,                 6.5117,                 7.0709,                 3.1567,             8.8317e-06,             8.8317e-06,             8.8317e-06
                      8,                 3.8602,                 6.5093,                 6.2736,                 3.4863,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9218,                 6.6336,                 6.8567,                 3.1938,             1.0166e-05,             1.0166e-05,             1.0166e-05
                      9,                 2.6111,                 10.007,                 5.7542,                 2.4537,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9464,                 6.5485,                 6.7145,                 3.1943,             1.1461e-05,             1.1461e-05,             1.1461e-05
                     10,                 1.5361,                 6.3792,                  6.365,                 2.3895,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9561,                  6.595,                 6.6214,                  3.208,             1.2716e-05,             1.2716e-05,             1.2716e-05
                     11,                 3.3058,                 6.9414,                 5.7533,                 3.5113,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9543,                 6.5197,                   6.53,                 3.2101,             1.3932e-05,             1.3932e-05,             1.3932e-05
                     12,                0.81285,                 3.7114,                 5.9892,                 1.9474,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9156,                 6.6497,                 6.5441,                 3.2961,             1.5109e-05,             1.5109e-05,             1.5109e-05
                     13,                 3.4048,                 11.286,                 6.5475,                 3.5567,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8812,                 6.4513,                 6.5743,                 3.2732,             1.6247e-05,             1.6247e-05,             1.6247e-05
                     14,                 2.3727,                 4.3041,                 7.5149,                  2.862,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8287,                 6.2984,                 6.5945,                 3.2499,             1.7345e-05,             1.7345e-05,             1.7345e-05
                     15,                 3.5235,                 10.993,                 6.2521,                 3.7235,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.7401,                 6.0105,                 6.6056,                 3.2035,             1.8403e-05,             1.8403e-05,             1.8403e-05
                     16,                 2.5002,                 6.1451,                 7.0544,                 3.2743,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.6298,                 5.8495,                 6.5773,                 3.1615,             1.9423e-05,             1.9423e-05,             1.9423e-05
                     17,                 1.5147,                 4.5747,                 5.7622,                 2.2045,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.5112,                 5.7588,                 6.5203,                 3.1218,             2.0403e-05,             2.0403e-05,             2.0403e-05
                     18,                 2.7494,                 5.9793,                 6.4073,                  2.873,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.5112,                 5.7588,                 6.5203,                 3.1218,             2.1344e-05,             2.1344e-05,             2.1344e-05
                     19,                 2.5983,                 6.3676,                 6.8432,                 2.9464,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.1702,                 5.6067,                 6.5849,                  3.027,             2.2245e-05,             2.2245e-05,             2.2245e-05
                     20,                 2.4697,                 5.3763,                 6.5146,                 2.8427,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.1702,                 5.6067,                 6.5849,                  3.027,             2.3107e-05,             2.3107e-05,             2.3107e-05
                     21,                 2.4471,                 4.5374,                 6.8488,                 3.3493,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.7655,                 5.3698,                 6.7263,                 2.9288,             2.3929e-05,             2.3929e-05,             2.3929e-05
                     22,                 2.5648,                  5.519,                 8.0409,                 2.4067,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.7655,                 5.3698,                 6.7263,                 2.9288,             2.4713e-05,             2.4713e-05,             2.4713e-05
                     23,                 1.7008,                 7.0458,                 9.1551,                 3.3261,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.6825,                 5.1434,                 6.5488,                  2.851,             2.5457e-05,             2.5457e-05,             2.5457e-05
                     24,                 2.1131,                 6.1834,                 7.5899,                 3.1811,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.6825,                 5.1434,                 6.5488,                  2.851,             2.6161e-05,             2.6161e-05,             2.6161e-05
                     25,                 2.0999,                 6.0083,                 6.6769,                 2.7596,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.6306,                 4.8458,                 6.6004,                 2.7544,             2.6826e-05,             2.6826e-05,             2.6826e-05
                     26,                 1.7269,                 5.7828,                 6.4685,                 1.6746,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.6306,                 4.8458,                 6.6004,                 2.7544,             2.7452e-05,             2.7452e-05,             2.7452e-05
                     27,                  1.126,                 6.0192,                 6.2039,                 1.4013,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.6434,                 4.6674,                 6.6952,                 2.7379,             2.8039e-05,             2.8039e-05,             2.8039e-05
                     28,                      0,                      0,                 7.8952,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.6434,                 4.6674,                 6.6952,                 2.7379,             2.8586e-05,             2.8586e-05,             2.8586e-05
                     29,                 2.6348,                 5.4689,                 5.7893,                 2.8934,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.7095,                 4.5002,                 6.7655,                 2.6976,             2.9094e-05,             2.9094e-05,             2.9094e-05
                     30,                 2.9799,                 4.3993,                 6.6235,                 2.9098,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.7095,                 4.5002,                 6.7655,                 2.6976,             2.9562e-05,             2.9562e-05,             2.9562e-05
                     31,                 1.8972,                 4.5437,                  5.351,                 1.7907,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.7406,                 4.4467,                 6.8161,                 2.7297,             2.9991e-05,             2.9991e-05,             2.9991e-05
                     32,                 2.7839,                 4.6231,                 5.5113,                 2.8039,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.7406,                 4.4467,                 6.8161,                 2.7297,             3.0381e-05,             3.0381e-05,             3.0381e-05
                     33,                 1.7064,                  5.686,                 6.4978,                 2.3358,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8173,                 4.3486,                 6.6391,                 2.6543,             3.0732e-05,             3.0732e-05,             3.0732e-05
                     34,                0.85372,                 4.1193,                 6.0717,                 1.3098,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8173,                 4.3486,                 6.6391,                 2.6543,             3.1043e-05,             3.1043e-05,             3.1043e-05
                     35,                 2.3327,                 3.8613,                 6.7705,                 2.7026,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8686,                 4.3544,                 6.7065,                  2.651,             3.1314e-05,             3.1314e-05,             3.1314e-05
                     36,                 1.3822,                 4.3156,                 5.5502,                 2.2435,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8686,                 4.3544,                 6.7065,                  2.651,             3.1547e-05,             3.1547e-05,             3.1547e-05
                     37,                 1.1765,                 5.2684,                 6.0119,                 2.5057,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8708,                 4.2717,                 6.6612,                 2.5388,              3.174e-05,              3.174e-05,              3.174e-05
                     38,                 2.6996,                 5.9108,                 6.2551,                  2.974,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.8708,                 4.2717,                 6.6612,                 2.5388,             3.1893e-05,             3.1893e-05,             3.1893e-05
                     39,                  1.593,                 4.6269,                 6.5706,                 2.6821,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.7874,                 4.2751,                 6.5859,                 2.4397,             3.2007e-05,             3.2007e-05,             3.2007e-05
                     40,                 1.8469,                 4.9217,                 5.6052,                  2.021,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.7874,                 4.2751,                 6.5859,                 2.4397,             3.2082e-05,             3.2082e-05,             3.2082e-05
                     41,                  2.871,                 6.5946,                 6.2866,                 2.7874,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.5955,                 4.2398,                 6.6323,                  2.312,             3.2118e-05,             3.2118e-05,             3.2118e-05
                     42,                 1.5853,                  3.146,                 5.6866,                 1.9307,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.5955,                 4.2398,                 6.6323,                  2.312,             3.2114e-05,             3.2114e-05,             3.2114e-05
                     43,                 1.0002,                 3.5594,                 5.9421,                  1.691,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.5135,                 4.1351,                 6.6273,                  2.252,             3.2071e-05,             3.2071e-05,             3.2071e-05
                     44,                 3.2049,                 6.3332,                 7.6536,                   3.11,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.5135,                 4.1351,                 6.6273,                  2.252,             3.1989e-05,             3.1989e-05,             3.1989e-05
                     45,                 1.5755,                   3.99,                 6.0729,                 2.0581,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.4317,                 4.0164,                 6.6196,                  2.173,             3.1867e-05,             3.1867e-05,             3.1867e-05
                     46,                 1.8038,                  3.523,                 5.9236,                 2.6872,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.4317,                 4.0164,                 6.6196,                  2.173,             3.1706e-05,             3.1706e-05,             3.1706e-05
                     47,                 3.0263,                 5.6662,                 6.3255,                 3.1389,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.4156,                 3.9836,                 6.7326,                 2.1537,             3.1505e-05,             3.1505e-05,             3.1505e-05
                     48,                 2.3473,                 5.1278,                 5.8902,                 2.9181,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.4156,                 3.9836,                 6.7326,                 2.1537,             3.1265e-05,             3.1265e-05,             3.1265e-05
                     49,                 2.3588,                 4.4273,                 6.2854,                 2.4914,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.4555,                 3.8674,                 6.5823,                 2.0773,             3.0986e-05,             3.0986e-05,             3.0986e-05
                     50,                 1.0295,                 4.5018,                 6.0861,                 1.7786,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.4555,                 3.8674,                 6.5823,                 2.0773,             3.0667e-05,             3.0667e-05,             3.0667e-05
                     51,                 1.9586,                 4.5897,                 5.9095,                 2.4101,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.3934,                 3.8161,                 6.4624,                 2.0184,             3.0309e-05,             3.0309e-05,             3.0309e-05
                     52,                 1.0385,                 4.1944,                 6.0729,                 1.9317,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.3934,                 3.8161,                 6.4624,                 2.0184,             2.9912e-05,             2.9912e-05,             2.9912e-05
                     53,                 2.6549,                 5.6078,                 7.6088,                 2.3359,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.3934,                 3.8161,                 6.4624,                 2.0184,             2.9475e-05,             2.9475e-05,             2.9475e-05
                     54,                 2.0285,                 4.0794,                 8.4724,                 1.6628,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.3203,                 3.7275,                   6.42,                 1.9417,             2.8999e-05,             2.8999e-05,             2.8999e-05
                     55,                 1.6232,                 4.5296,                 5.5938,                 1.8179,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.3203,                 3.7275,                   6.42,                 1.9417,             2.8484e-05,             2.8484e-05,             2.8484e-05
                     56,                 1.4279,                 3.8792,                 6.3755,                 1.9721,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.3203,                 3.7275,                   6.42,                 1.9417,             2.7929e-05,             2.7929e-05,             2.7929e-05
                     57,                  2.272,                 5.9668,                 6.4627,                 3.0778,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.2066,                 3.6446,                 6.4587,                 1.8867,             2.7335e-05,             2.7335e-05,             2.7335e-05
                     58,                 1.4414,                 4.0798,                 5.7045,                 1.7612,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.2066,                 3.6446,                 6.4587,                 1.8867,             2.6702e-05,             2.6702e-05,             2.6702e-05
                     59,                 2.0906,                 4.7924,                 6.4267,                 2.8193,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.2066,                 3.6446,                 6.4587,                 1.8867,             2.6029e-05,             2.6029e-05,             2.6029e-05
                     60,                  2.347,                  3.925,                  5.305,                  2.369,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.1194,                   3.55,                 6.2232,                 1.7841,             2.5317e-05,             2.5317e-05,             2.5317e-05
                     61,                 1.0573,                 3.1045,                 5.0163,                 1.6029,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.1194,                   3.55,                 6.2232,                 1.7841,             2.4565e-05,             2.4565e-05,             2.4565e-05
                     62,                 1.8998,                 4.1776,                 6.9013,                 2.2329,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.1194,                   3.55,                 6.2232,                 1.7841,             2.3775e-05,             2.3775e-05,             2.3775e-05
                     63,                 2.3001,                 3.7966,                 6.4984,                 2.4395,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0529,                 3.4944,                  6.206,                 1.7261,             2.2944e-05,             2.2944e-05,             2.2944e-05
                     64,                 1.0591,                 2.9111,                 5.0459,                 1.6356,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0529,                 3.4944,                  6.206,                 1.7261,             2.2075e-05,             2.2075e-05,             2.2075e-05
                     65,                 1.7624,                 6.3849,                 6.8095,                 2.6828,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0529,                 3.4944,                  6.206,                 1.7261,             2.1166e-05,             2.1166e-05,             2.1166e-05
                     66,                 2.1309,                 5.2212,                 9.3958,                 1.7074,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0224,                   3.46,                 6.1974,                  1.693,             2.0218e-05,             2.0218e-05,             2.0218e-05
                     67,                0.73189,                 3.5697,                 5.7703,                 1.2904,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0224,                   3.46,                 6.1974,                  1.693,              1.923e-05,              1.923e-05,              1.923e-05
                     68,                 1.7228,                 4.4274,                 5.6769,                 2.2789,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0224,                   3.46,                 6.1974,                  1.693,             1.8203e-05,             1.8203e-05,             1.8203e-05
                     69,                 2.9735,                 5.3709,                 6.1706,                 3.2509,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.99009,                 3.4682,                  6.154,                  1.687,             1.7137e-05,             1.7137e-05,             1.7137e-05
                     70,                0.83533,                 4.0053,                 5.0975,                 1.3021,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.99009,                 3.4682,                  6.154,                  1.687,             1.6031e-05,             1.6031e-05,             1.6031e-05
                     71,                 1.8052,                 3.7702,                  5.757,                 2.3368,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.99009,                 3.4682,                  6.154,                  1.687,             1.4886e-05,             1.4886e-05,             1.4886e-05
                     72,                 2.3565,                  3.731,                 6.2985,                   2.48,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.94507,                 3.4627,                 6.1458,                  1.653,             1.3702e-05,             1.3702e-05,             1.3702e-05
                     73,                 1.9942,                 4.7814,                  6.286,                 2.2098,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.94507,                 3.4627,                 6.1458,                  1.653,             1.2478e-05,             1.2478e-05,             1.2478e-05
                     74,                  2.052,                 4.5207,                 6.1592,                 2.3033,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.94507,                 3.4627,                 6.1458,                  1.653,             1.1215e-05,             1.1215e-05,             1.1215e-05
                     75,                 2.0677,                  3.982,                 6.1137,                 2.1673,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.96637,                 3.4548,                 6.1607,                 1.6501,             9.9129e-06,             9.9129e-06,             9.9129e-06
                     76,                 1.7584,                 3.6832,                 6.3281,                 1.9495,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.96637,                 3.4548,                 6.1607,                 1.6501,             8.5711e-06,             8.5711e-06,             8.5711e-06
                     77,                   2.73,                 6.0531,                 10.699,                 2.5753,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.96637,                 3.4548,                 6.1607,                 1.6501,               7.19e-06,               7.19e-06,               7.19e-06
                     78,                  2.033,                 4.1862,                 6.1252,                 2.3792,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0194,                 3.4979,                 6.1079,                 1.6561,             5.7695e-06,             5.7695e-06,             5.7695e-06
                     79,                 1.4753,                 2.9518,                 5.4282,                 2.2724,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0194,                 3.4979,                 6.1079,                 1.6561,             4.3097e-06,             4.3097e-06,             4.3097e-06
                     80,                 1.3715,                 4.5558,                 6.8259,                  1.651,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0194,                 3.4979,                 6.1079,                 1.6561,             2.8105e-06,             2.8105e-06,             2.8105e-06
